"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 4",1,1,1725729,46,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",212,768621127014271,768621130672873,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,47,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",215,768621130694473,768621134365395,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,48,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",218,768621134387315,768621138056478,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,49,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",221,768621138083358,768621141770280,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,50,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",224,768621141792361,768621145470483,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,51,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",227,768621145492083,768621149150845,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,52,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",230,768621149172445,768621152840327,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,53,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",233,768621152862568,768621156535570,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,54,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",236,768621156557490,768621160230332,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,55,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",239,768621160258653,768621163940295,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,56,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",242,768621163962535,768621167632017,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,57,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",245,768621167654418,768621171331740,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,58,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",248,768621171354140,768621175020582,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,59,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",251,768621175042342,768621178707345,0,68,4,132,112,256,1,1,28160,1,1
