device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF4Flops,MFMAF4FlopsLow,MFMAF4FlopsHigh,MFMAF6Flops,MFMAF6FlopsLow,MFMAF6FlopsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,1378.8732,1378.5049,1379.2415,0,0,0,5034.9902,5034.5068,5035.4736,9398.9766,9397.5283,9400.4248,18789.217,18785.369,18793.064,0,0,0,11023.747,11018.298,11029.196,1189.4957,1189.3845,1189.6069,21451.154,21442.895,21459.414,20867.633,20866.326,20868.939,20560.309,20551.721,20568.896,19767.48,19759.91,19775.051,5391.5171,5390.7397,5392.2944,0,0,0,0,0,0,0,0,0,169094.05,169068.17,169119.92,88659.844,88620.984,88698.703,42590.637,42584.332,42596.941,42686.102,42667.219,42704.984,171428.09,171418.77,171437.42
