workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
weno_standalone,/lustre/orion/cfd154/scratch/bwilfong3/weno_standalone/build/amd_mp/weno_standalone_amd_mp /lustre/orion/cfd154/scratch/bwilfong3/weno_standalone/inputs/weno_input.nml,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Thu Apr 16 14:06:19 2026 (EDT),3,frontier00017,AMD EPYC 7A53 64-Core Processor,HPE2.3.0,SUSE Linux Enterprise Server 15 SP6,6.4.0-150600.23.47_15.0.10-cray_shasta_c,,527055608,,7.1.1,,N/A,N/A,MI200,MI210,gfx90a,29704,16,8192,110,4,8,64,1024,32,1700,1600,1700,1600,32,32,32,56,4,1,32
