device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,1380.2245,1379.9048,1380.5442,0,0,0,5021.9639,5021.0474,5022.8804,9336.6279,9335.3613,9337.8945,18731.4,18727.207,18735.594,0,0,0,10987.1,10986.608,10987.591,1283.8099,1283.7827,1283.8372,21799.932,21798.939,21800.924,20977.762,20976.805,20978.719,20432.232,20431.664,20432.801,19658.168,19657.545,19658.791,5352.7632,5352.5708,5352.9556,0,0,0,167905.52,167898.86,167912.17,88059.031,88051.711,88066.352,42289.922,42286.867,42292.977,42398.266,42394.734,42401.797,170205.28,170197.55,170213.02
